,id,question,company,answer
10,33,报告期内，武汉兴图新科电子股份有限公司来自军用领域的收入占主营业务收入的比重分别是多少？,武汉兴图新科电子股份有限公司,94.84%、97.31%、94.34%
11,34,根据武汉兴图新科电子股份有限公司招股意向书，电子信息行业的上游涉及哪些企业？,武汉兴图新科电子股份有限公司,根据招股意向书，电子信息行业的上游涉及企业较少，竞争壁垒较高，主要包括维盛网域、飞讯数码、淳中科技等企业。
12,37,广州中海达卫星导航技术股份有限公司本次募集资金主要投资哪些项目？,广州中海达卫星导航技术股份有限公司,"本次募集资金主要投资于以下几个项目：
1. 高精度 GNSS产品技改及产销扩能项目
2. 卫星定位技术研发中心建设项目
3. GNSS天线与 UHF数据链自主配套项目
4. 与主营业务相关的营运资金项目"
13,39,在2008年，东莞勤上光电股份有限公司在景观亮化半导体照明领域的市场占有率为多少？,东莞勤上光电股份有限公司,2008年，在景观亮化半导体照明领域的市场占有率为8.7%。
14,40,湖南南岭民用爆破器材股份有限公司的控股股东是谁？,湖南南岭民用爆破器材股份有限公司,湖南省南岭化工厂
15,41,在研发方面，上海真兰仪表科技股份有限公司利用哪三地的人才优势，成立研发中心，组建了“三位一体”的研发体系？,上海真兰仪表科技股份有限公司,上海、北京、西安
16,44,常熟风范电力设备股份有限公司的机器设备成新率是多少？,常熟风范电力设备股份有限公司,84.95%
17,45,2009年、2010年及2011年，海南双成药业股份有限公司销售费用分别为多少？,海南双成药业股份有限公司,"2009年销售费用为28,215,041.41元，2010年销售费用为30,832,735.12元，2011年销售费用为45,932,424.28元。"
18,46,内蒙古君正能源化工股份有限公司的法定代表人是谁？,内蒙古君正能源化工股份有限公司,杜江涛
19,47,联化科技股份有限公司的主营业务包括哪两部分？,联化科技股份有限公司,主营业务包括医药中间体和农药中间体系列产品。
20,49,读者出版传媒股份有限公司的主要纸张供应商有哪些？,读者出版传媒股份有限公司,东营华泰清河实业有限公司、中冶美利纸业股份有限公司、山东华泰纸业股份有限公司和岳阳林纸股份有限公司
21,50,2014年大连派思燃气系统股份有限公司经营业绩下降的主要原因是什么？,大连派思燃气系统股份有限公司,2014年公司经营业绩下降的主要原因是在销售收入下降的情况下，由于增压站 (配压缩机) 业务的销售收入下降明显，导致主营业务利润减少。同时，虽然其他产品销售收入有所增加，但未能弥补增压站 (配压缩机) 销售收入下降的影响，最终导致总收入和净利润的下降。
22,51,2005年、2006年和2007年，宁波立立电子股份有限公司所获政府补助计入当期损益的金额分别占当年利润总额的比例是多少？,宁波立立电子股份有限公司,2005年：29005157.06/4767128.84=60.72% 2006年：13675236.82/5049116.58=27.08% 2007年：13675236.82/5891129.06=23.19%
23,59,森赫电梯股份有限公司的主营业务是什么？,森赫电梯股份有限公司,根据给定材料，公司的主营业务包括国内销售和国外销售两部分。国内销售主要包括华东、华中、华北、西南和西北地区的销售收入，其中华东地区占比最高，为26.36%，其次是华中地区，占比为17.93%。国外销售主要采用美元结算，产品策略为针对低总价和高性价比的市场需求，销售策略包括通过网络媒体、国内政府外贸主管部门推荐等方式拓展海外市场。
24,60,多晶硅成本约占宁波立立电子股份有限公司2007年度产品原材料成本的多大比例？,宁波立立电子股份有限公司,多晶硅成本约占2007年度产品原材料成本的28.86%。
25,67,森赫电梯股份有限公司是否有技术创新方面的认定称号？是什么？,森赫电梯股份有限公司,技术创新方面的认定称号：发明專利
26,69,珠海健帆生物科技股份有限公司的哪些产品被认定为广东省高新技术产品？,珠海健帆生物科技股份有限公司,一次性使用血液灌流器、一次性使用血浆胆红素吸附器、DNA免疫吸附柱、血液灌流机被认定为广东省高新技术产品。
27,72,深圳信立泰药业股份有限公司专门的研发机构信立泰技术中心工作人员中，多大比例的人员为本科以上学历？,深圳信立泰药业股份有限公司,70.45%
28,73,新疆浩源天然气股份有限公司2012 年1-6 月的营业毛利为多少，综合毛利率为多少？,新疆浩源天然气股份有限公司,"2012年1-6月的营业毛利为61,447,808.74元，综合毛利率为57.82%。"
29,78,中国铁路通信信号股份有限公司提供轨道交通控制系统全产业链上的产品及服务，主要业务包括哪些？,中国铁路通信信号股份有限公司,"轨道交通控制系统全产业链上的产品及服务主要包括设计集成、设备制造和系统交付三部分。
其中，设计集成主要包括提供轨道交通控制系统相关产品的系统集成服务及为轨道交通工程为主的项目建设提供设计和咨询服务；设备制造主要包括生产和销售信号系统、通信信息系统产品及其他相关产品；系统交付主要包括轨道交通控制系统项目施工、设备安装及维护服务。"
30,81,报告期内确成硅化学股份有限公司 _出口退税率为多少？,确成硅化学股份有限公司,13.00%
31,84,除浙江双飞无油轴承股份有限公司外，具有规模的自润滑轴承生产企业还有哪些？,浙江双飞无油轴承股份有限公司,浙江长盛滑动轴承股份有限公司、浙江中达精密部件股份有限公司
32,85,深圳信立泰药业股份有限公司主营业务是什么？,深圳信立泰药业股份有限公司,心血管类药物、头孢类抗生素制剂、头孢类抗生素原料、其他产品
33,88,湖南南岭民用爆破器材股份有限公司的传统市场是哪里？,湖南南岭民用爆破器材股份有限公司,湖南省市场、省外市场（含铁路及水电等国家重点工程）、外贸市场（主要出口地为东南亚）
34,91,广州中海达卫星导航技术股份有限公司收购的对象中海达测绘的全称是什么？截至该次股权收购前，其注册资本为多少？,广州中海达卫星导航技术股份有限公司,截至该次股权收购前，中海达测绘的注册资本为800万元。
35,93,根据华瑞电器股份有限公司招股意见书，截至2016年12月31日，宁波胜克总资产为多少万元？,华瑞电器股份有限公司,4316.00
36,94,近三年，广东银禧科技股份有限公司存货周转率分别是多少？,广东银禧科技股份有限公司,近三年，存货周转率分别为 9.88 次、7.75 次和 6.00 次。
37,95,武汉兴图新科电子股份有限公司参与制定了哪个技术标准？,武汉兴图新科电子股份有限公司,某视 音频技术规范 1.0
38,96,西安启源机电装备股份有限公司的核心产品铁芯剪切设备的收入比重从2007年度和2009年度分别为多少？,西安启源机电装备股份有限公司,59.80%
39,97,报告期内，湖南国科微电子股份有限公司2014年度、2015年度、2016年度营业收入和净利润分别较上年增长多大幅度？,湖南国科微电子股份有限公司,2014年度、2015年度、2016年度营业收入分别较上年增长180.83%、36.71%、39.02%，净利润分别较上年增长34.39%、27.92%、39.02%。
40,105,昇兴集团股份有限公司本次发行的拟上市证券交易所是？,昇兴集团股份有限公司,深圳证券交易所
41,106,2015年度和2016年度，深圳市超频三科技股份有限公司净利润分别同比增长多少？,深圳市超频三科技股份有限公司,"2015年度净利润增长率为：(49272115.44-47310135.45)/47310135.45=3.96%
2016年度净利润增长率为：(54608964.25-49272115.44)/49272115.44=10.86%"
42,112,上海真兰仪表科技股份有限公司实际持有的罗德精密的初始工商登记发起人有哪些？,上海真兰仪表科技股份有限公司,真兰仪表、朵越实业、汪顺来、叶小容
43,113,华瑞电器股份有限公司，宁波胜克2016年度实现净利润为多少万元？,华瑞电器股份有限公司,"根据给定材料，宁波胜克2016年度实现净利润为963,770.31 + 187,084.82 = 1,150,855.13元。"
44,121,在2010年，东莞勤上光电股份有限公司在户外半导体照明领域的市场占有率为多少？,东莞勤上光电股份有限公司,根据给定材料，2010年中国的户外半导体照明市场规模为17.01亿元，而半导体照明产品市场规模为7.66亿元。因此，在2010年，户外半导体照明领域的市场占有率约为22.3%。
45,125,报告期内，汉嘉设计集团股份有限公司期末应收账款相对较高的原因是什么？,汉嘉设计集团股份有限公司,公司提供设计服务的项目建设周期较长，受此影响，公司应收账款结算周期较长，从而导致应收账款规模有所增加。同时，公司主要从事住宅、酒店、写字楼、学校、医院、商业综合体、客运车站、展览中心 、政府公共机构、产业园区 、公共园林景观 等建筑设计业务，其服务的项目存在建设周期长的特点，且存在由于规划调整、市场调控等因素引致建设周期延长的情况，受此影响，公司应收账款结算周期较长，从而导致应收账款规模有所增加。此外，公司下游客户主要为政府机构、品牌房地产公司、各类事业单位等，此类客户付款审批流程相对较长，且其付款进度往往受其资金规划安排、上级政府或主管部门拨款情况等相关因素影响，因此公司收款滞后于合同约定付款期，从而导致报告期内公司应收账款余额的增加。综上所述，公司期末应收账款相对较高主要是由于公司业务的性质和客户结构所导致的。
46,126,上海真兰仪表科技股份有限公司2020年增资后的投后估值是多少？,上海真兰仪表科技股份有限公司,"2020年增资后的投后估值是120,000万元。"
47,129,截至2020年12月31日，湖南长远锂科股份有限公司的控股股东是谁？通过何种方式持有公司多少股权？,湖南长远锂科股份有限公司,截至2020年12月31日，公司的控股股东是中国五矿集团，通过直接或间接的方式持有公司的股份。
48,131,深圳市铁汉生态环境股份有限公司的主营业务是什么？,深圳市铁汉生态环境股份有限公司,公司的主营业务包括生态环境建设工程施工和景观设计服务。其中，生态环境建设工程施工业务包括生态修复工程和园林绿化工程。此外，公司还从事景观设计服务。
49,132,深圳市超频三科技股份有限公司生产产品所需的主要直接材料有哪些？,深圳市超频三科技股份有限公司,铝挤压工艺、单片冲压工艺、芯片散热器扣片式加工制造、芯片散热器堆叠式加工制造、片材成型加工、模具组合化加工制造等
50,133,报告期内，确成硅化学股份有限公司对外销售的部分硫酸产品是什么规格？,确成硅化学股份有限公司, 报告期内，对外销售的部分硫酸产品包括92.5%、98%、105%三种规格。
51,134,森赫电梯股份有限公司与哪些高等教育机构开展合作？,森赫电梯股份有限公司,合作单位包括：清华大学（信息技术研究院）和浙江大学。
52,135,西安启源机电装备股份有限公司董事是谁？,西安启源机电装备股份有限公司,赵某
53,136,2017年1-6月，大博医疗科技股份有限公司向前10名客户的销售额合计占当期营业收入的比例是多少？,大博医疗科技股份有限公司,"7,946,105.65
29.44%"
54,140,南京中电联环保股份有限公司的经营范围是？,南京中电联环保股份有限公司,根据给定材料，该公司的经营范围包括水处理系统的研发、设计、制造、销售及服务，主要应用于火电、核电、石化、煤化工等领域。同时，该公司也提供其他配套产品和技术支持服务。因此，可以得出该公司的经营范围是水处理系统及相关产品的研发、设计、制造、销售及服务。
55,144,青海互助青稞酒股份有限公司的主营业务是什么？,青海互助青稞酒股份有限公司,公司的主营业务是青稞酒的研发、生产和销售。
56,146,湖南国科微电子股份有限公司业务分为哪些产品线？,湖南国科微电子股份有限公司,产品线包括：广播电视系列芯片产品、智能视频监控系列芯片产品、固态存储系列芯片产品、物联网系列芯片。
57,148,珠海健帆生物科技股份有限公司的核心技术产品有哪些？,珠海健帆生物科技股份有限公司,一次性使用血液灌流器、一次性使用血浆胆红素吸附器、DNA免疫吸附柱
58,149,湖南长远锂科股份有限公司所属细分子行业是什么？,湖南长远锂科股份有限公司, 正极材料
59,155,浙江开尔新材料股份有限公司主要消耗的能源是什么？,浙江开尔新材料股份有限公司, 搪瓷波纹板传热元件主要用于燃煤电厂的烟气脱硫和空气预热器中，所以主要消耗的能源是燃煤。
60,157,云南沃森生物技术股份有限公司的第一个产品是什么？何时上市？,云南沃森生物技术股份有限公司,第一个产品是冻干A、C群脑膜炎球菌多糖结合疫苗，于2009年9月上市。
61,160,湖南南岭民用爆破器材股份有限公司技术中心现有多少研发人员？其中具有高级职称和中级职称的人员分别有多少人？,湖南南岭民用爆破器材股份有限公司,技术中心现有研发人员38人，其中具有高级职称人员6人，中级职称18人。
62,163,常熟风范电力设备股份有限公司的主营业务是什么？ 是否在报告期内发生重大变化？,常熟风范电力设备股份有限公司,根据给定材料，该企业的主营业务是角钢塔、钢管塔和变电构支架，产品主要用于输电线路建设和变电站建设等。其中，角钢塔是该企业最主要的收入来源，占比超过90%。企业在行业内具有较高的生产规模和经验，拥有领先的生产能力和技术实力。同时，该企业的关联企业还包括从事电力工程设计、安装和维护等业务的公司。
63,164,联化科技股份有限公司目前的主要产品是什么？,联化科技股份有限公司, 公司目前的主要产品包括医药中间体和农药中间体系列产品。
64,165,依据招股意向书，常熟风范电力设备股份有限公司本次发行股票数量是多少？,常熟风范电力设备股份有限公司,"5,490万股"
65,169,根据大连派思燃气系统股份有限公司招股意向书，预计到2030年，天然气发电用气在天然气消费结构中的比例将上升到多少？,大连派思燃气系统股份有限公司,根据给定材料回答问题：根据《天然气发展“十三五”规划》，预计到2020年，天然气发电用气在天然气消费结构中的比例将达到10%。
66,171,青海互助青稞酒股份有限公司主要困难是什么？,青海互助青稞酒股份有限公司, 企业发展面临诸多挑战，包括消费结构多元化、消费环境的影响、行业技术水平、周期性、区域性和季节性等。此外，税收优惠政策的变化也可能对企业的经营产生影响。
67,172,广州中海达卫星导航技术股份有限公司的子公司中海达测绘的主营业务是什么？,广州中海达卫星导航技术股份有限公司,广州市中海达测绘仪器有限公司的主营业务是双频 GPS 接收机、单频静态 GPS 接收机及未列入前置审批的测绘仪器及相关软件的研发、生产、销售及服务（在《中华人民共和国制造计量器具许可证》有效期内从事经营）；货物进出口、技术进出口。
68,174,兰州海默科技股份有限公司的主营业务有何季节性特征？,兰州海默科技股份有限公司,公司主营业务呈明显的季节性特征，即上半年形成的主营业务收入明显低于下半年的金额，占全年营业收入的比重较小；同时，由于公司的期间费用在全年基本是平均支出，因此导致上半年净利润占全年净利润的比重更小。过去三年中，公司上半年主营业务收入占全年主营业务收入的平均百分比为38.69%，上半年净利润占全年净利润的平均百分比为26.12%。
69,175,汉嘉设计集团股份有限公司法定代表人是谁？,汉嘉设计集团股份有限公司,吴承根
70,179,湖南国科微电子股份有限公司的主营业务是什么？,湖南国科微电子股份有限公司,电子元器件、集成电路、光电产品、半导体、太阳能产品、仪表配件、数字电视播放产品及通讯产品的技术开发与销售；电子产品 的技术开发、技术咨询；信息技术的开发；计算机、计算 机软硬件及辅助设备的销售；软件和信息技术服务业；互联网和相关服务；国内贸易（不含专营、专控、专卖商品） ；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营） ；企业管理咨询（不含限制项目） ；在网上从事商务活动及咨询业务 （不含限制项目） ； 从事广告业务 （法律法规、国务院规定需另行办理广告经营审批的，需取得许可后方可经营）。
71,182,江苏爱康太阳能科技股份有限公司拥有的参股子公司是哪些？,江苏爱康太阳能科技股份有限公司,爱康新材料、佛山同兴、广东爱康、爱康建材、爱康农业、中小企业投资、广发信德投资、联合创展投资、中大一号投资、佛山拓展创投、佛山创业、苏州利川投资、上海欧雨斯、奇珑吉贸易、江阴佳顺
72,184,西安启源机电装备股份有限公司专用设备销售价格波动的主要原因是什么？,西安启源机电装备股份有限公司,公司专用设备销售价格波动的主要原因是公司产品均属于订制化产品，其功能和规格随客户的需求而变动，每台设备几乎都具有差异性，从而造成价格上的差异。不同规格产品销售结构的变化是造成同类产品不同期间价格变化的主要原因。
73,185,从长期来看，影响烟台杰瑞石油服务集团股份有限公司所处行业景气程度的因素有哪些？,烟台杰瑞石油服务集团股份有限公司,"影响所处行业景气程度的因素有：
1. 石油天然气勘探开发支出的增长；
2. 政策变动的影响；
3. 国际能源署预测的世界能源基础设施方面的投资金额。"
74,186,北京天宜上佳高新材料股份有限公司外购件有哪些？,北京天宜上佳高新材料股份有限公司,"以下是外购件的信息：
序号 供应商名称 经营范围 主要采购内容 是否为前五大供应商 2018年 2017年 2016年 
2 天津晟宇汽车零部件有限公司 汽车及火车零部件、金属制品、散热器加工、销售；普通货运 钢背、三角托、小钢背 是 是 是 
3 上海维通电气自动化工程有限公司 电气自动化控制系统设备制造、安装、调试、维修；机电成套设备、机械结构件、液压系统、五金、钣金、冷作制作、加工、安装、维修（以上限分支机构经营）；计算机硬件系统开发、销售；机电设备批发兼零售 卡簧、弹簧垫 是 是 是"
75,189,浙江双飞无油轴承股份有限公司目前的主要产品应用在哪些下游领域？,浙江双飞无油轴承股份有限公司, 汽车制造、船舶制造、工程机械等
76,194,昇兴集团股份有限公司的主要产品是什么？其主要原材料是什么？,昇兴集团股份有限公司," 
公司主要产品包括马口铁三片罐和二片易拉罐。其中，马口铁三片罐经过多年的开发与完善，其制造技术已经成熟，达到国内领先水平，而二片易拉罐的制造技术也已经成熟。此外，公司还从事铝质两片罐的生产，其中泉州分公司铝质两片罐生产线已经于2013年6月建成投产，而安徽昇兴铝质两片罐生产线则于2015年1月建成并进入试机阶段。因此，公司的主要原材料包括马口铁、铝等。"
77,197,新疆浩源天然气股份有限公司从事的业务具有较为明显的区域性特征，主要体现在什么方面？,新疆浩源天然气股份有限公司,公司主要从事天然气输配和销售业务，由于城市燃气特许经营权通常期限较长且具有排他性，因此公司业务的区域扩张将受到较大限制，主要业务集中在南疆地区，包括阿克苏市、阿克苏经济技术开发区、阿克苏纺织工业城（开发区） 、阿瓦提县、乌什县和拜城县重化工工业园区、克州地区的阿合奇县、喀什地区巴楚县及克孜勒苏柯尔克孜自治州的阿合奇县等县市。因此，公司从事的业务具有较为明显的区域性特征。
78,199,宁波立立电子股份有限公司本次发行多少股？,宁波立立电子股份有限公司,2000万股
79,200,截至2011年，内蒙古君正能源化工股份有限公司正在从事的研发项目有哪些？,内蒙古君正能源化工股份有限公司, 正在从事的研发项目包括利用电石炉尾气综合利用项目和利用硅铁炉尾气余热利用项目。
80,202,大连派思燃气系统股份有限公司在哪些年份获得了美国GE公司的奖项？,大连派思燃气系统股份有限公司,2008年获得美国GE公司的最佳新供货商奖，2010年获得美国GE公司的最佳供货质量奖。
81,206,森赫电梯股份有限公司境外销售的获客方式有哪些？,森赫电梯股份有限公司,境外销售的获客方式包括：通过使领馆推介获取相关客户资源。
82,207,武汉兴图新科电子股份有限公司计划使用本次发行募集资金的多少用于补充流动资金？,武汉兴图新科电子股份有限公司,"40,584.83"
83,208,烟台杰瑞石油服务集团股份有限公司在成立以来业务范围如何扩展？,烟台杰瑞石油服务集团股份有限公司,根据给定材料，该公司成立以来业务范围不断扩展，从一开始主要从事油田、矿山设备的维修改造以及配件销售业务，逐步进入油田专用设备制造领域和海上油田钻采平台工程作业服务业务。目前，油田专用设备制造业务已经成为公司重要的增长引擎，而海上油田钻采平台工程作业服务业务则是公司未来发展的重要支撑和战略发展方向。
84,209,截至本招股意向书签署日，浙江开尔新材料股份有限公司的全资子公司是哪些？,浙江开尔新材料股份有限公司,截至招股意向书签署日，公司的全资子公司包括杭州临安博世达环保科技有限公司和广州绿野环境工程有限公司。
85,215,针对欧盟的REACH法规，联化科技股份有限公司计划采取哪些应对措施？,联化科技股份有限公司,"针对欧盟的REACH法规，计划采取以下应对措施：
1. 与欧盟进口方协商，由欧盟进口方负责产品注册；
2. 公司与国内同类工厂联合注册，共同承担费用；
3. 指定一个欧盟的唯一代理注册。由于2008年6月1日预注册开始，国内企业目前也正在积极研究应对措施，公司将及时跟踪相关信息，届时将根据成本和效益原则，确定需要预注册的产品。"
86,217,在燃煤电厂脱硫工程、空气预热器领域，除浙江开尔新材料股份有限公司外，还有哪些主要的竞争企业？,浙江开尔新材料股份有限公司,"  
目前，该领域呈现内外资并存、竞争较为充分格局。除本公司外，行业内主要企业有豪顿集团、 无锡巴克杜尔、 阿尔斯通技术服务、 河北郁宏和哈尔滨天路，他们的基本情况如下：（1）英国豪顿集团（2）无锡巴克杜尔（3）阿尔斯通技术服务（4）河北郁宏搪瓷有限公司（5）哈尔滨天路搪瓷制品有限责任公司"
87,220,根据招股意向书，预计昇兴集团股份有限公司2015年1-3月实现净利润的范围是？,昇兴集团股份有限公司,"根据给定材料回答问题：根据招股意向书，预计2015年1-3月实现净利润的范围是？109,574,464.85元"
88,222,2012年、2013年、2014年，昇兴集团股份有限公司应收账款周转率分别为多少？,昇兴集团股份有限公司,7.57、9.40、8.52
89,226,宁波立立电子股份有限公司实际控制人是谁？,宁波立立电子股份有限公司,王敏文、陈茶花夫妇。
90,230,报告期内大博医疗科技股份有限公司涉诉产品销售收入占公司总营收的比例是多少？,大博医疗科技股份有限公司,0.41%
91,231,深圳市超频三科技股份有限公司募集资金的散热器生产基地建设项目建设地在哪里？,深圳市超频三科技股份有限公司, 惠州市东江高新科技产业园
92,239,南京中电联环保股份有限公司科研带头人是？,南京中电联环保股份有限公司,科研带头人是：林慧生
93,240,湖南南岭民用爆破器材股份有限公司拥有的核心技术有哪些？,湖南南岭民用爆破器材股份有限公司, ①提高产品生产、使用安全性技术； ②增强产品储存稳定性技术； ③改性铵油炸药工艺方法技术。
94,243,森赫电梯股份有限公司产品生产材料是什么？,森赫电梯股份有限公司,公司产品主要包括电梯和自动扶梯/自动人行道两大类。其中，电梯又分为乘客电梯、载货电梯、既有建筑加装电梯、观光电梯、病床电梯和家用电梯等多种类型；自动扶梯和自动人行道也有多种型号和应用场景。此外，公司还提供杂物电梯和消防电梯等特殊用途的产品。在研发方面，公司有专门的科技项目评审小组对研发立项申请进行评审，并根据研发项目的需要领料进行试制，试制完成后会对零部件进行分类处理，部分可以后续配置至产品使用的零部件会进行入库处理，而多余材料则会办理退库手续或者作为废料处理。同时，公司也制定了相关的内控制度以加强产品开发项目管理。在财务方面，公司近年来的利息收入逐渐增长，而由于汇率波动的影响，公司的汇兑损益也有所变化。
95,244,本次新疆浩源天然气股份有限公司募集资金投资项目有哪些？,新疆浩源天然气股份有限公司,"本次募集资金投资项目包括：
1. 阿克苏市天然气综合利用二期工程
2. 阿克苏经济技术开发区天然气利用工程
3. 喀什地区巴楚县天然气利用工程"
96,246,在本招股意见书签署的未来两年，新疆浩源天然气股份有限公司在城市管网总长度方面将主要完成的经营目标是什么？,新疆浩源天然气股份有限公司,在本招股意见书签署的未来两年，在城市管网总长度方面将主要完成的经营目标是：新增城市管网长度40公里，总长度达到120公里。
97,249,内蒙古君正能源化工股份有限公司的注册时间是什么日期？注册资本是多少元？,内蒙古君正能源化工股份有限公司,"2009年2月12日，注册资本是2,500万元。"
98,258,昇兴集团股份有限公司因租赁厂房存在经营风险的下属企业是什么？,昇兴集团股份有限公司,因租赁厂房存在经营风险的下属企业是中山昇兴。
99,259,报告期内，华瑞电器股份有限公司人工成本占主营业务成本的比例分别为多少？,华瑞电器股份有限公司,人工成本占主营业务成本的比例分别为8.62%，19.17%，22.91%，20.40%，28.20%，34.09%。
100,260,报告期内，武汉兴图新科电子股份有限公司来自军用领域的收入分别是多少？,武汉兴图新科电子股份有限公司,来自军用领域的收入分别是4627.14万元，18780.67万元，14414.16万元，4904.71万元。
101,261,内蒙古君正能源化工股份有限公司的董事会成员是谁？,内蒙古君正能源化工股份有限公司,董事会成员包括：杜江涛、黄辉、苏钢、王尔慈、杜江波、卢信群、周春生、魏素艳和梁军。
102,262,报告期内，深圳市超频三科技股份有限公司制造费用占主营业务成本比例分别为多少？,深圳市超频三科技股份有限公司,制造费用占主营业务成本比例分别为 14.91%、16.24%和16.18%。
103,265,西安启源机电装备股份有限公司控股子公司是谁？公司持有其多少的股份？,西安启源机电装备股份有限公司,"中机国际（西安）系统工程有限责任公司 同一控股股东 机械工业深圳设计研究院 同一控股股东 机械工业部第七设计院上海分院 同一控股股东 （3）实际控制人控制的企业 中新国际（香港）有限公司 同一实际控制人 新时代联合贸易有限公司 同一实际控制人 新时代工程咨询有限公司 同一实际控制人 新时代新材料开发公司 同一实际控制人 新时代资产管理有限公司 同一实际控制人 新时代置业有限公司 同一实际控制人 中国地质工程集团公司 同一实际控制人 新时代集团国防科技研究中心 同一实际控制人 新时代健康产业（集团）有限公司 同一实际控制人 新时代民爆科技集团股份有限公司 同一实际控制人 新时代保险经纪有限公司 同一实际控制人 新时代国际展览有限公司 同一实际控制人 中和招标有限公司 同一实际控制人 中国新时代科技有限公司 同一实
际控制人 控制的企业， 持有公司股份超过 5%的主要股东的基本情况详参见本招股意向书第五节“发行人基本情况”之“四、发行人控股、参股子公司的情况”和“五、发行人主要股东及实际控制人的基本情况”的相关内容。 公司其他关联自然人的具体内
容详见招股意向 书“第八节 董事、监事、高级管
理人员与其他核心人员”的相关内容。"
104,267,确成硅化学股份有限公司的子公司无锡东沃经营范围是？,确成硅化学股份有限公司, 子公司无锡东沃利用制酸余热产生蒸汽发电，所产电力和蒸汽供给母公司确成硅化生产使用。
105,272,窦剑文先生持有兰州海默科技股份有限公司多少股权？,兰州海默科技股份有限公司,"窦剑文先生持有14,747,520股，占总股本的30.724%。"
106,276,2014年度、2015年度以及2016年度湖南国科微电子股份有限公司向前五大客户销售的金额占同期营业收入的比例分别是多少？,湖南国科微电子股份有限公司,"2014年度、2015年度以及2016年度向前五大客户销售的金额占同期营业收入的比例分别是：
2014年度：27.32%
2015年度：34.74%
2016年度：37.76%"
107,277,截至2014 年12 月31 日，读者出版传媒股份有限公司共有员工多少人？,读者出版传媒股份有限公司,572
108,279,2020年10月6日，上海真兰仪表科技股份有限公司的注册资本由多少增加到多少？,上海真兰仪表科技股份有限公司,"2020年10月6日，的注册资本由33,600,000元增加到44,800,000元。"
