,id,question,formatted_answer
322,495,请查询在20211018日期，中信行业分类下交通运输一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是什么？,根据查询结果显示，在20211018日期，中信行业分类下交通运输一级行业中，当日收盘价波动最大的股票代码是603535。
323,496,帮我查一下在2020年，代码为300476的A股股票今开盘高于昨收盘的天数？,在2020年，代码为300476的A股股票今开盘高于昨收盘的天数为129天。
324,497,华富恒欣纯债债券A基金在20210331的季报里，前三大持仓占比的债券名称是什么?,华富恒欣纯债债券A基金在20210331的季报里，前三大持仓占比的债券名称是国开1702。
325,498,请查询：在2019的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于货币型类型的有几个。,在2019年的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的货币型基金共有3个。
326,499,嘉实中债1-3年政策性金融债指数C基金在20211231的季报里，前三大持仓占比的债券名称是什么?,嘉实中债1-3年政策性金融债指数C基金在20211231的季报里，前三大持仓占比的债券名称是21农发清发02。
327,501,截至2009年底，中海达、南方测绘合计占有国产品牌销售额的多大比例？,截至2009年底，中海达、南方测绘合计占有国产品牌销售额的比例为15%。
328,503,帮我查一下广发瑞安精选股票A基金在20211222的资产净值和单位净值是多少?,广发瑞安精选股票A基金在20211222的资产净值为3636730255.53，单位净值为2.0654。
329,504,我想知道工银瑞信双盈债券C基金在20210930的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,工银瑞信双盈债券C基金在20210930的季报中，其可转债持仓占比最大的行业是石油石化。
330,505,"请帮我查询下，在20190419，申万行业分类里一级行业为轻工制造行业的所有股票里, 成交金额(元)最多的股票的代码是什么？成交金额是多少？",在20190419，申万行业分类里一级行业为轻工制造行业的所有股票里，成交金额最多的股票代码是000026，成交金额为44190031.0元。
331,506,景顺长城中短债债券C基金在20210331的季报里，前三大持仓占比的债券名称是什么?,景顺长城中短债债券C基金在20210331的季报里，前三大持仓占比的债券名称是21国开01。
332,507,我想知道股票600373在申万行业分类下的二级行业是什么？用最新的数据。,股票600373在申万行业分类下的二级行业是媒体。
333,508,"请帮我查询下在2020年, 前海开源基金管理有限公司管理的债券型基金中，持有过非公开发行公司债的基金有多少只？",在2020年，前海开源基金管理有限公司管理的债券型基金中，持有过非公开发行公司债的基金数量为0只。
335,510,"请查询：2021年12月年报(含半年报),持有20汇金小微债01且是前10大重仓股的基金有几个？",2021年12月年报(含半年报)中，持有20汇金小微债01且是前10大重仓股的基金共有2个。
336,511,2021年年度报告里，光大保德信基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,根据查询结果显示，在2021年年度报告里，光大保德信基金管理有限公司管理的基金中，有9只基金的机构投资者持有份额比个人投资者多。
337,512,在2021年12月年报(含半年报)中，朱雀企业优选股票A基金持有市值最多的前10只股票中，所在证券市场是深圳证券交易所的有几个？,在2021年12月年报(含半年报)中，朱雀企业优选股票A基金持有市值最多的前10只股票中，有25只股票所在证券市场是深圳证券交易所。
338,514,请帮我查询出20210120日，综合一级行业涨幅超过5%（不包含）的股票数量。,20210120日，综合一级行业涨幅超过5%（不包含）的股票数量为585264。
339,518,在2020年1月30日，使用中信行业分类标准，股票代码600185是属于哪个一级行业的?,股票代码600185在2020年1月30日使用中信行业分类标准属于房地产一级行业。
341,521,请查询在20200731日期，申万行业分类下家用电器一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是什么？,在20200731日期，申万行业分类下家用电器一级行业中，当日收盘价波动最大的股票代码是605555。
342,522,在2020年的年度报告里，浙江浙商证券资产管理有限公司管理的基金中，有多少比例的基金是个人投资者持有的份额超过机构投资者？希望得到一个精确到两位小数的百分比。,根据查询结果显示，在2021年年度报告里，光大保德信基金管理有限公司管理的基金中，有9只基金的机构投资者持有份额比个人投资者多。
343,523,20191121日，成交金额最大的前三家上市公司的股票代码是什么？按成交金额从大到小给出,20191121日，成交金额最大的前三家上市公司的股票代码分别是601318、600519和601166。
345,525,"我想了解国寿安保灵活优选混合基金,在2021年一季度的季报第6大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",国寿安保灵活优选混合基金在2021年一季度的季报中，第6大重股为贵州茅台。该持仓股票在该季度的涨跌幅为-1.23%，四舍五入保留百分比到小数点两位为-1.23%。
346,528,请问股票代码为300300的股票在2019年内日成交量低于该股票当年平均日成交量的有多少个交易日？,股票代码为300300的股票在2019年内日成交量低于该股票当年平均日成交量的有166个交易日。
347,529,20190212日，成交金额最大的前三家上市公司的股票代码是什么？按成交金额从大到小给出,20190212日，成交金额最大的前三家上市公司的股票代码分别是000725、600519和600036。
348,530,帮我查询在2020年12月31日，代码为007840的基金前20大重仓股票中属于中信二级半导体行业的平均市值是多少？小数点后保留不超过3位。,"根据查询结果显示，在2020年12月31日，代码为007840的基金前20大重仓股票中属于中信二级半导体行业的平均市值是92,440.000。"
349,532,请帮我查询下股票代码为600595的股票在2019年内最高日收盘价是多少？,股票代码为600595的股票在2019年内的最高日收盘价是3.31。
350,534,博时基金管理有限公司2020年成立了多少基金?,博时基金管理有限公司在2020年成立了82只基金。
351,535,我想知道在2021年，格林基金管理有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？,在2021年，格林基金管理有限公司已发行的基金中，有19只基金报告期期初基金总份额小于报告期期末基金总份额。
352,536,我想知道兴银研究精选股票A基金，在2021年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在兴银研究精选股票A基金的2021年年度报告中，前10大重仓股中有30只股票在报告期内取得了正收益。
353,537,20200326日，开盘价较上一交易日最高价高的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,20200326日，开盘价较上一交易日最高价高的股票共有0只。
354,538,我想知道在20210630的季报里，招商MSCI中国A股国际通ETF联接C投资的股票分别是哪些申万一级行业？,在20210630的季报里，招商MSCI中国A股国际通ETF联接C投资的股票分别属于汽车申万一级行业。
355,539,请帮我计算，在20200617，中信行业分类划分的一级行业为商贸零售行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,在20200617，中信行业分类划分的一级行业为商贸零售行业中，涨跌幅最大的股票代码是XXX，涨跌幅为XX.XX%。
356,540,"请帮我查询在2020年,万家基金管理有限公司成立哪种类型的基金个数最多?",在2020年，万家基金管理有限公司成立的基金中，混合型基金的个数最多，共有15只。
357,542,我想知道股票300321在申万行业分类下的二级行业是什么？用最新的数据。,股票300321在申万行业分类下的二级行业是其他化学制品Ⅱ。
358,546,我想知道红土创新稳进混合C基金在20201231的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,根据红土创新稳进混合C基金在20201231年报(含半年报)显示，其可转债持仓占比最大的行业是公用事业，占比为20039386752.0。
359,547,请查询：在2019的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于股票型类型的有几个。,在2019的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的股票型基金共有365个。
360,548,鑫元悦利定期开放债券基金在20191231的季报里，前三大持仓占比的债券名称是什么?,在鑫元悦利定期开放债券基金20191231的季报中，前三大持仓占比的债券名称分别是什么？
361,549,帮我查一下华商计算机行业量化股票A基金在20211213的资产净值和单位净值是多少?,根据您提供的信息，我将为您查询华商计算机行业量化股票A基金在2021年12月13日的资产净值和单位净值。请稍等片刻。
362,551,"请帮我查询下在2019年, 国联基金管理有限公司管理的债券型基金中，持有过国债现货的基金有多少只？",在2019年，国联基金管理有限公司管理的债券型基金中，持有过国债现货的基金有0只。
363,552,帮我查一下在2020年，代码为603056的A股股票今开盘高于昨收盘的天数？,高开天数为120天
365,555,"我想了解汇安信利债券A基金,在2020年二季度的季报第3大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",根据您提供的信息，汇安信利债券A基金在2020年二季度的季报中的第3大重股的涨跌幅为X%，请注意四舍五入保留百分比到小数点两位。
366,557,帮我查一下兴业优势产业混合A基金在20211013的资产净值和单位净值是多少?,兴业优势产业混合A基金在20211013的资产净值为X元，单位净值为Y元。
368,561,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2019年，申万行业分类行业划分标准,非银金融一级行业中, 代码为多少的股票的日均收益率最高？",在2019年，申万行业分类行业划分标准中，非银金融一级行业中，代码为多少的股票的日均收益率最高？
369,562,在2019年12月季报中，持有坚朗五金这一股票且市值占基金资产净值比不小于5%的有几只基金？,在2019年12月季报中，持有坚朗五金这一股票且市值占基金资产净值比不小于5%的基金有1只。
370,563,嘉实基金管理有限公司管理的货币型产品的数量有多少?,嘉实基金管理有限公司管理的货币型产品的数量为1个。
371,564,请查询在2021年度，600423股票涨停天数？   解释：（收盘价/昨日收盘价-1）》=9.8% 视作涨停,在2021年度，600423股票涨停的天数为9天。
372,568,20201231日，机械设备一级行业有多少只A股股票？,20201231日，机械设备一级行业共有531只A股股票。
373,569,请帮我查询在截止2020-06-30的报告期间，基金总份额降低的基金数量是多少？,在截止2020-06-30的报告期间，基金总份额降低的基金数量是0。
374,570,我想知道在20201231的季报里，长盛竞争优势股票C投资的股票分别是哪些申万一级行业？,根据查询结果显示，在20201231的季报里，长盛竞争优势股票C投资的股票分别属于申万一级行业中的医药、医药生物、食品饮料、休闲服务、消费者服务和餐饮旅游行业。
375,572,2019年二季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,2019年二季度没有基金发生净赎回，所以总共赎回的份额为0份。
376,573,请帮我计算，代码为300346的股票，2020年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。,请帮我计算，代码为300346的股票，2020年一年持有的年化收益率为（（2020年12月31日收盘价-2020年1月1日开盘价）/2020年1月1日开盘价）* 100%。
377,574,我想知道中信保诚安鑫回报债券A基金在20211231的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,根据中信保诚安鑫回报债券A基金在20211231的年报(含半年报)显示，其可转债持仓占比最大的行业是银行。
378,575,20200225日，一级行业为房地产的股票的成交金额合计是多少？取整。,20200225日，一级行业为房地产的股票的成交金额合计是0元。
379,576,在2021年的中期报告里，方正富邦基金管理有限公司管理的基金中，有多少比例的基金是个人投资者持有的份额超过机构投资者？希望得到一个精确到两位小数的百分比。,在2021年的中期报告中，方正富邦基金管理有限公司管理的基金中，没有提供个人投资者持有的份额超过机构投资者的比例。
381,578,我想知道嘉实动力先锋混合A在2021年Q3的季报中，该基金的第4大重仓股的代码是什么?,根据嘉实动力先锋混合A基金2021年Q3的季报，该基金的第4大重仓股的代码是什么？
382,580,请帮我查询在截止2021-09-30的报告期间，基金总份额降低的基金数量是多少？,在截止2021-09-30的报告期间，基金总份额降低的基金数量是0。
383,581,股票600386在20210924日期中的收盘价是多少?（小数点保留3位）,股票600386在20210924日期中的收盘价是3.770。
384,583,20210519日，请给出融通通慧混合A/B基金的管理人和单位净值。单位净值保留两位小数。,20210519日，融通通慧混合A基金的管理人为融通基金管理有限公司，单位净值为X.XX；融通通慧混合B基金的管理人为融通基金管理有限公司，单位净值为X.XX。
385,584,20200427港股下跌的股票家数有多少家?,20200427港股下跌的股票家数有0家。
386,585,"帮我算一下在20210715,代码为01071的港股日价格振幅是多少，小数点后保留不超过3位。",在20210715，代码为01071的港股日价格振幅是no such column: 元。
387,587,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2020年，申万行业分类行业划分标准,建筑材料一级行业中, 代码为多少的股票的日均收益率最高？",在2020年，申万行业分类行业划分标准中，建筑材料一级行业中，股票代码为多少的股票的日均收益率最高？
388,588,股票002501在20210802日期中的收盘价是多少?（小数点保留3位）,股票002501在20210802日期中的收盘价是2.230。
389,589,请列出华宝基金管理有限公司在2020年成立并且托管人为中国民生银行股份有限公司的所有基金的基金托管费率的平均数。,华宝基金管理有限公司在2020年成立并且托管人为中国民生银行股份有限公司的所有基金的基金托管费率的平均数为0.1。
390,590,请帮我计算，代码为600552的股票，2020年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。,根据查询结果显示，代码为600552的股票在2020年一年持有的年化收益率为-1.39%。
391,591,20200819日，开盘价较上一交易日最高价高的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,20200819日，开盘价较上一交易日最高价高的股票有0只。
392,593,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2020年，申万行业分类行业划分标准,房地产一级行业中, 代码为多少的股票的日均收益率最高？","在2020年，申万行业分类行业划分标准中，房地产一级行业中，代码为多少的股票的日均收益率最高这个问题中，答案中提到了一个模糊的列名""股票代码""。请提供准确的列名以便我能够给出完整的答案。"
393,594,请帮我计算，代码为600884的股票，2020年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。,根据查询结果显示，代码为600884的股票在2020年一年持有的年化收益率为87.76%。
394,597,请帮我查询在截止2020-03-31的报告期间，基金总份额降低的基金数量是多少？,在截止2020-03-31的报告期间，基金总份额降低的基金数量是0。
395,598,我想知道长信国防军工量化灵活配置混合C在2021年Q1的季报中，该基金的第5大重仓股的代码是什么?,长信国防军工量化灵活配置混合C基金在2021年Q1季报中的第5大重仓股的代码是2。
396,599,20211126日，一级行业为休闲服务的股票的成交金额合计是多少？取整。,20211126日，一级行业为休闲服务的股票的成交金额合计是0元。
397,602,帮我查一下在2020年，代码为002993的A股股票今开盘高于昨收盘的天数？,高开天数为48天
398,603,我想知道在2020年，中航基金管理有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？,在2020年，中航基金管理有限公司已发行的基金中，没有一只基金报告期期初基金总份额小于报告期期末基金总份额。
399,604,我想知道华商电子行业量化股票基金，在2019年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在2019年年度报告中，华商电子行业量化股票基金的前10大重仓股中，没有任何股票在报告期内取得正收益。
400,605,请问股票代码为603359的股票在2020年内日成交量低于该股票当年平均日成交量的有多少个交易日？,股票代码为603359的股票在2020年内有149个交易日的日成交量低于该股票当年平均日成交量。
401,606,请帮我计算，在20190213，中信行业分类划分的一级行业为有色金属行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,在20190213，中信行业分类划分的一级行业为有色金属行业中，涨跌幅最大的股票是股票代码为XXX，涨跌幅为XX.XX%。
402,607,请查询：在2019的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于其他型类型的有几个。,根据查询结果显示，在2019的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于其他型类型的没有。
403,608,我想知道国泰致远优势混合基金，在2020年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在国泰致远优势混合基金的2020年年度报告中，前10大重仓股中没有任何股票在报告期内取得正收益。
405,612,"在20210630的年报(含半年报)中，金信民达纯债债券A基金的债券持仓,其持有最大仓位的债券类型是什么?",在20210630的年报(含半年报)中，金信民达纯债债券A基金的债券持仓中，持有最大仓位的债券类型是可交换公司债券。
406,613,2021年年度报告里，中海基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,根据2021年年度报告，中海基金管理有限公司管理的基金中，没有提供关于机构投资者持有份额比个人投资者多的基金数量的相关数据。
407,614,"请帮我查询在2019年,睿远基金管理有限公司成立哪种类型的基金个数最多?",在2019年，睿远基金管理有限公司成立的基金中，混合型基金的个数最多，共有2种。
408,616,我想知道股票300138在申万行业分类下的二级行业是什么？用最新的数据。,股票300138在申万行业分类下的二级行业是农产品加工。
409,618,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2019年，申万行业分类行业划分标准,通信一级行业中, 代码为多少的股票的日均收益率最高？",在2019年，申万行业分类行业划分标准中，通信一级行业中，股票代码为多少的股票的日均收益率最高？
410,619,请帮我查询在截止2019-03-31的报告期间，基金总份额降低的基金数量是多少？,在截止2019-03-31的报告期间，基金总份额降低的基金数量是0。
411,620,帮我查一下在2021年，代码为600546的A股股票今开盘高于昨收盘的天数？,高开天数为91天
412,621,我想知道国泰CES半导体芯片行业ETF联接A基金，在2020年半年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在2020年半年度报告中，国泰CES半导体芯片行业ETF联接A基金的前10大重仓股中，没有任何股票在报告期内取得正收益。
413,622,我想知道天风(上海)证券资产管理有限公司在2020年成立了多少只管理费率小于0.8%的基金？,天风(上海)证券资产管理有限公司在2020年成立了2只管理费率小于0.8%的基金。
414,623,20200415港股下跌的股票家数有多少家?,20200415港股下跌的股票家数有元家。
415,625,"在20201231的年报(含半年报)中，嘉合磐泰短债债券C基金的债券持仓,其持有最大仓位的债券类型是什么?",在20201231的年报(含半年报)中，嘉合磐泰短债债券C基金的债券持仓中，持有最大仓位的债券类型是国债现货。
416,626,请问在农林牧渔行业，20191104行业的A股公司有多少?,在农林牧渔行业，20191104行业的A股公司共有95家。
417,628,我想知道股票300584在申万行业分类下的二级行业是什么？用最新的数据。,股票300584在申万行业分类下的二级行业是化学制药。
418,631,请查询在20200923日期，中信行业分类下家电一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是什么？,在20200923日期，中信行业分类下家电一级行业中，当日收盘价波动最大的股票代码是什么？
419,632,"假定股票'日波动值'计算公式为：'日波动值' = 日最高价-日最低价。请帮我查询下在2021年，中信行业分类行业划分标准,电力设备及新能源一级行业中，股票日均波动值最小的股票对应的股票代码是？",在2021年，中信行业分类行业划分标准中，电力设备及新能源一级行业中，股票日均波动值最小的股票对应的股票代码是不明确的。请提供更具体的信息或确认股票代码列的名称。
420,634,嘉实基金管理有限公司管理的股票型产品的数量有多少?,嘉实基金管理有限公司管理的股票型产品的数量为28只。
421,635,我想知道2019年的年度报告中，机构投资者持有的份额占比超过66%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,根据2019年的年度报告，超过66%的基金中，机构投资者持有的份额有750个，并且他们总共持有了1257717051623.65份。
422,636,请问在有色金属行业，20191119行业的A股公司有多少?,在有色金属行业，20191119行业的A股公司共有265家。
423,637,请帮我查询在截止2019-09-30的基金定期报告中，基金总赎回份额为零的基金有几个？,在截止2019-09-30的基金定期报告中，没有基金的总赎回份额为零。
424,638,请问2020年四季度有多少家基金是净申购?它们的净申购份额加起来是多少?请四舍五入保留小数点两位。,2020年四季度共有11976家基金是净申购，它们的净申购份额加起来是-370745411868.91（单位：元），四舍五入保留小数点两位。
425,640,我想知道德邦基金管理有限公司在2019年成立了多少只管理费率小于0.8%的基金？,德邦基金管理有限公司在2019年成立了5只管理费率小于0.8%的基金。
426,642,我想知道兴全优选进取三个月持有期混合(FOF)A基金在20210630的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,兴全优选进取三个月持有期混合(FOF)A基金在20210630的季报中，其可转债持仓占比最大的行业是银行。
427,644,请帮我查询在截止2021-12-31的基金定期报告中，基金总赎回份额为零的基金有几个？,在截止2021-12-31的基金定期报告中，共有6043个基金的总赎回份额为零。
428,645,20200820日，开盘价较上一交易日最高价高的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,20200820日，开盘价较上一交易日最高价高的股票共有0只。
429,647,请列出博时基金管理有限公司在2019年成立并且托管人为中国工商银行股份有限公司的所有基金的基金托管费率的平均数。,博时基金管理有限公司在2019年成立并且托管人为中国工商银行股份有限公司的所有基金的基金托管费率的平均数为0.1。
430,648,请问在家用电器行业，20201007行业的A股公司有多少?,在家用电器行业，20201007行业的A股公司共有78家。
431,650,我想知道易方达全球医药行业混合(QDII)基金，在2020年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在易方达全球医药行业混合(QDII)基金的2020年年度报告中，前10大重仓股中没有任何股票在报告期内取得正收益。
433,652,"请帮我查询下，在20190114，申万行业分类里一级行业为非银金融行业的所有股票里, 成交金额(元)最多的股票的代码是什么？成交金额是多少？",根据查询结果显示，在20190114日，申万行业分类里一级行业为非银金融行业的所有股票中，没有找到符合条件的股票。
434,654,20211206日，一级行业为公用事业的股票的成交量合计是多少？取整。,根据查询结果显示，20211206日，一级行业为公用事业的股票的成交量合计为None。
435,657,在2021年12月季报中，持有健之佳这一股票且市值占基金资产净值比不小于5%的有几只基金？,在2021年12月季报中，持有健之佳这一股票且市值占基金资产净值比不小于5%的基金有0只。
436,658,请帮我查询下，在2019年12月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。,在2019年12月的报告中，差额最大的一只基金的简称是工银瑞信瑞丰半年定期开放纯债债券，差额为11389257171.66份。
437,659,2019年中期报告里，国融基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,在2019年中期报告中，国融基金管理有限公司管理的基金中，没有数据显示机构投资者持有份额比个人投资者多的基金。
438,660,华瑞股份第二次股权转让在哪一年发生？,华瑞股份第二次股权转让发生在哪一年？
439,661,我想知道兴银基金管理有限责任公司在2020年成立了多少只管理费率小于0.8%的基金？,兴银基金管理有限责任公司在2020年成立了8只管理费率小于0.8%的基金。
440,663,请帮我计算，在20200911，中信行业分类划分的一级行业为纺织服装行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,在20200911，中信行业分类划分的一级行业为纺织服装行业中，涨跌幅最大的股票代码是XXX，涨跌幅为XX.XX%。
441,665,请问2020年三季度有多少家基金是净申购?它们的净申购份额加起来是多少?请四舍五入保留小数点两位。,2020年三季度共有11976家基金是净申购，它们的净申购份额加起来是-370745411868.91（单位为人民币），四舍五入保留小数点两位。
442,669,"在20191231的年报(含半年报)中，广发景宁纯债债券A基金的债券持仓,其持有最大仓位的债券类型是什么?",在20191231的年报(含半年报)中，广发景宁纯债债券A基金的债券持仓中，持有最大仓位的债券类型是同业存单。
443,670,20210427港股下跌的股票家数有多少家?,20210427港股下跌的股票家数有元家。
444,671,请帮我查询下，在2021年06月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。,在2021年06月的报告中，差额最大的一只基金的简称是XXX，差额为XXX份。
445,673,在2021年的年度报告里，交银施罗德基金管理有限公司管理的基金中，有多少比例的基金是个人投资者持有的份额超过机构投资者？希望得到一个精确到两位小数的百分比。,在2021年的年度报告中，交银施罗德基金管理有限公司管理的基金中，没有提供个人投资者持有的份额超过机构投资者的比例。
446,674,请查询：在2020的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于货币型类型的有几个。,根据查询结果显示，在2020的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于货币型类型的有2个。
447,675,帮我查询在2020年12月31日，代码为008303的基金前20大重仓股票中属于中信二级其他医药医疗行业的平均市值是多少？小数点后保留不超过3位。,根据查询结果显示，2020年12月31日，代码为008303的基金前20大重仓股票中属于中信二级其他医药医疗行业的平均市值是None。
448,676,请帮我查询在截止2021-09-30的基金定期报告中，基金总赎回份额为零的基金有几个？,在截止2021-09-30的基金定期报告中，没有基金的总赎回份额为零。
449,677,帮我查一下在2021年，代码为002300的A股股票今开盘高于昨收盘的天数？,高开天数为84天
451,679,请列出博时基金管理有限公司在2019年成立并且托管人为平安银行股份有限公司的所有基金的基金托管费率的平均数。,博时基金管理有限公司在2019年成立并且托管人为平安银行股份有限公司的所有基金的基金托管费率的平均数为0.1。
452,680,"请帮我查询下在2020年, 永赢基金管理有限公司管理的债券型基金中，持有过超短期融资券的基金有多少只？",在2020年，永赢基金管理有限公司管理的债券型基金中，没有持有过超短期融资券的基金。
453,683,帮我查询在2020年12月31日，代码为009926的基金前20大重仓股票中属于中信二级其他军工Ⅱ行业的平均市值是多少？小数点后保留不超过3位。,在2020年12月31日，代码为009926的基金前20大重仓股票中属于中信二级其他军工Ⅱ行业的平均市值是1673880.0。
454,686,请列出格林基金管理有限公司在2020年成立并且托管人为中国农业银行股份有限公司的所有基金的基金托管费率的平均数。,格林基金管理有限公司在2020年成立并且托管人为中国农业银行股份有限公司的所有基金的基金托管费率的平均数为0.1。
455,688,"帮我算一下在20211108,代码为00159的港股日价格振幅是多少，小数点后保留不超过3位。","在20211108，代码为00159的港股日价格振幅是""no such column: 元""，小数点后保留不超过3位。"
456,689,2021年一季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,2021年一季度，共有4337家基金发生了净赎回，总共赎回了3686507876467.15份额。
457,690,请帮我查询下股票代码为002560的股票在2020年内最高日收盘价是多少？,股票代码为002560的股票在2020年内的最高日收盘价是11.72。
458,695,请查询在2021年度，688656股票涨停天数？   解释：（收盘价/昨日收盘价-1）》=9.8% 视作涨停,在2021年度，688656股票涨停的天数为4天。
