,id,question,formatted_answer
26,37,广州中海达卫星导航技术股份有限公司本次募集资金主要投资哪些项目？,广州中海达卫星导航技术股份有限公司本次募集资金主要投资的项目包括但不限于卫星导航技术研发、卫星导航设备生产、卫星导航应用推广等。
27,38,"我想了解一下红土创新基金管理有限公司2020年成立的混合型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。",红土创新基金管理有限公司2020年成立的混合型基金的管理费率平均值为0.6，四舍五入保留小数点两位。
28,42,"我想了解博时研究优选灵活配置混合(LOF)A基金,在2021年四季度的季报第3大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",博时研究优选灵活配置混合(LOF)A基金在2021年四季度的季报中，第3大重股的涨跌幅为X.XX%（四舍五入保留百分比到小数点两位）。
29,43,我想知道富兰克林国海大中华精选混合(QDII)(美元现汇)在2021年Q2的季报中，该基金的第1大重仓股的代码是什么?,在2021年Q2的季报中，富兰克林国海大中华精选混合(QDII)(美元现汇)基金的第1大重仓股的代码是什么？
30,48,20191231日，宋城演艺在多少只基金的前七大重仓股中？,20191231日，宋城演艺在前七大重仓股中有20只基金持有。
31,52,在20190211，按照中信行业分类的行业划分标准，哪个一级行业的A股公司数量最多？,根据20190211的中信行业分类的行业划分标准，A股公司数量最多的一级行业是机械，共有549家公司。
32,53,帮我查一下在2019年，代码为603199的A股股票今开盘高于昨收盘的天数？,"在2019年，代码为603199的A股股票今开盘高于昨收盘的天数是无法确定的，因为答案中提到的""昨收盘(元)""这个词语无法识别。请提供正确的问题和答案信息。"
33,54,帮我查一下鹏扬景科混合A基金在20201126的资产净值和单位净值是多少?,鹏扬景科混合A基金在20201126的资产净值为X，单位净值为Y。
34,55,请问股票代码为301005的股票在2021年内日成交量低于该股票当年平均日成交量的有多少个交易日？,股票代码为301005的股票在2021年内有91个交易日的日成交量低于该股票当年平均日成交量。
35,56,我想知道股票000637在申万行业分类下的二级行业是什么？用最新的数据。,股票000637在申万行业分类下的二级行业是石油化工。
36,57,请查询：在2020的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于混合型类型的有几个。,在2020年的年度报告中，没有提供个人投资者持有基金份额大于机构投资者持有基金份额的混合型基金的数量。
37,58,帮我查一下在2020年，代码为002868的A股股票今开盘高于昨收盘的天数？,"在2020年，代码为002868的A股股票今开盘高于昨收盘的天数无法确定，因为答案中提到的""昨收盘(元)""这个信息无法识别。请提供正确的问题和答案，我将尽力帮您回答。"
38,61,请查询：在20191129，属于申万二级仪器仪表行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,很抱歉，我无法识别您提供的答案。请提供正确的答案，我将为您生成完整的答案句。
39,62,易方达基金管理有限公司2019年成立了多少基金?,易方达基金管理有限公司在2019年成立了57只基金。
40,63,嘉实基金管理有限公司管理的债券型产品的数量有多少?,嘉实基金管理有限公司管理的债券型产品的数量为36个。
41,64,我想知道股票002720在申万行业分类下的二级行业是什么？用最新的数据。,股票002720在申万行业分类下的二级行业是纺织制造。
42,65,请帮我查询在截止2021-03-31的基金定期报告中，基金总赎回份额为零的基金有几个？,在截止2021-03-31的基金定期报告中，没有基金的总赎回份额为零。
43,66,我想知道股票600508在申万行业分类下的二级行业是什么？用最新的数据。,股票600508在申万行业分类下的二级行业是煤炭开采。
44,68,我想知道2020年的年度报告中，机构投资者持有的份额占比超过30%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,根据2020年的年度报告，有2757只基金的机构投资者持有的份额占比超过30%。总体而言，这些机构投资者共持有了3628928232101.72元的资金。
45,70,博时基金管理有限公司管理的股票型产品的数量有多少?,博时基金管理有限公司管理的股票型产品的数量为16。
46,71,20211207日，成交金额最大的前三家上市公司的股票代码是什么？按成交金额从大到小给出,20211207日，成交金额最大的前三家上市公司的股票代码分别是300750。
47,74,请帮我查询下股票代码为300873的股票在2021年内最高日收盘价是多少？,股票代码为300873的股票在2021年内的最高日收盘价是53.76。
48,75,请帮我计算，代码为000798的股票，2020年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。,抱歉，我无法计算股票的年化收益率，因为我是一个语言组织的AI，没有实时股票数据。
49,76,"在20210630的年报(含半年报)中，华夏中债1-3年政策性金融债指数C基金的债券持仓,其持有最大仓位的债券类型是什么?",在20210630的年报(含半年报)中，华夏中债1-3年政策性金融债指数C基金的债券持仓中，持有最大仓位的债券类型是金融债券。
50,77,请查询：在20190510，属于申万二级餐饮行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,很抱歉，我无法识别您提供的答案。请提供正确的答案，我将为您生成完整的答案句。
51,78,中国铁路通信信号股份有限公司提供轨道交通控制系统全产业链上的产品及服务，主要业务包括哪些？,中国铁路通信信号股份有限公司提供轨道交通控制系统全产业链上的产品及服务，主要业务包括信号设备、通信设备、电源设备、自动化控制系统、综合监控系统、数据通信系统、车站自动售票系统、列车调度系统、运行控制系统、维修保障系统等。
52,79,"请帮我查询下在2020年, 农银汇理基金管理有限公司管理的债券型基金中，持有过同业存单的基金有多少只？",在2020年，农银汇理基金管理有限公司管理的债券型基金中，持有过同业存单的基金有0只。
53,80,在2021年12月年报(含半年报)中，惠升惠民混合A基金持有市值最多的前10只股票中，所在证券市场是中国香港证券交易所的有几个？,在2021年12月年报(含半年报)中，惠升惠民混合A基金持有市值最多的前10只股票中，有43只股票所在证券市场是中国香港证券交易所。
54,82,2021年年度报告里，凯石基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,"在2021年年度报告中，无法确定凯石基金管理有限公司管理的基金中机构投资者持有份额比个人投资者多的基金数量，因为数据库中没有名为""管理人""的列。"
55,83,20200923日，一级行业为建筑的股票的成交量合计是多少？取整。,抱歉，根据提供的答案，无法完整写出答案句。请提供正确的问题和答案，我将尽力帮助您。
56,86,请查询在20190115日期，中信行业分类下轻工制造一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是什么？,在20190115日期，中信行业分类下轻工制造一级行业中，当日收盘价波动最大的股票代码是什么？
57,87,查询下基金代码008295的基金，它的管理费率是？,基金代码008295的基金的管理费率是1.2%。
58,89,我想知道博远增强回报债券A基金在20200930的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,根据博远增强回报债券A基金在20200930的季报，其可转债持仓占比最大的行业是农林牧渔行业，其中海大转债是该行业中占比最大的可转债。
59,90,我想知道在2020年，华润元大基金管理有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？,在2020年，华润元大基金管理有限公司已发行的基金中，有10只基金报告期期初基金总份额小于报告期期末基金总份额。
60,91,广州中海达卫星导航技术股份有限公司收购的对象中海达测绘的全称是什么？截至该次股权收购前，其注册资本为多少？,广州中海达卫星导航技术股份有限公司收购的对象中海达测绘的全称是华富安鑫债券。截至该次股权收购前，中海达测绘的注册资本为多少，暂无相关信息。
61,92,"我想了解广发中证央企创新驱动ETF基金,在2020年一季度的季报第6大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",很抱歉，根据提供的答案，无法获取广发中证央企创新驱动ETF基金在2020年一季度的季报第6大重股的涨跌幅。
62,98,在2021年12月季报中，持有完美世界这一股票且市值占基金资产净值比不小于5%的有几只基金？,在2021年12月季报中，持有完美世界这一股票且市值占基金资产净值比不小于5%的基金数量为0只。
63,99,2020年年度报告里，兴业基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,很抱歉，根据提供的答案，无法得出完整的答案句。请提供正确的答案或相关信息，我将尽力为您提供准确的回答。
64,100,20200102日，一级行业为建筑的股票的成交金额合计是多少？取整。,20200102日，一级行业为建筑的股票的成交金额合计是0元。
65,101,请查询：在2020的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于其他型类型的有几个。,在2020年的年度报告中，没有提供基金类型这一列的数据，因此无法确定个人投资者持有基金份额大于机构投资者持有基金份额的基金属于其他类型的有几个。
66,102,我想知道浙商汇金中高等级三个月定期开放债券C基金在20200630的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,在浙商汇金中高等级三个月定期开放债券C基金的20200630年报(含半年报)中，无法找到关于可转债持仓占比最大的一级行业名称的数据。
67,103,我想知道在2021年，光大保德信基金管理有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？,在2021年，光大保德信基金管理有限公司已发行的基金中，有26只基金的报告期期初基金总份额小于报告期期末基金总份额。
68,104,我想知道易方达证券保险ETF联接C在2020年Q2的季报中，该基金的第1大重仓股的代码是什么?,在2020年Q2的季报中，易方达证券保险ETF联接C基金的第1大重仓股的代码是什么。
69,107,请查询：在2019的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于债券型类型的有几个。,在2019年的年度报告中，没有提供基金类型这一列数据，因此无法查询个人投资者持有基金份额大于机构投资者持有基金份额且属于债券型类型的基金数量。
70,108,针对2021年的年度报告，有多少家基金的个人投资者持有份额占比不足13%?,根据2021年的年度报告，没有任何一家基金的个人投资者持有份额占比不足13%。
71,109,"在20210630的年报(含半年报)中，永赢泽利一年定期开放债券基金的债券持仓,其持有最大仓位的债券类型是什么?",在20210630的年报(含半年报)中，永赢泽利一年定期开放债券基金的债券持仓中，持有最大仓位的债券类型是什么?
72,110,查询下基金代码009350的基金，它的管理费率是？,基金代码009350的基金的管理费率是0.3%。
73,111,平安金管家货币C基金在20210630的季报里，前三大持仓占比的债券名称是什么?,平安金管家货币C基金在20210630的季报中，前三大持仓占比的债券名称是21上海银行CD113。
74,114,广发景兴中短债债券A基金在20200930且报告类型是季报的持债市值中，哪类债券市值最高？,在20200930且报告类型是季报的持债市值中，广发景兴中短债债券A基金的金融债券市值最高，为79416000.0。
75,115,我想知道股票600322在申万行业分类下的二级行业是什么？用最新的数据。,股票600322在申万行业分类下的二级行业是房地产开发。
76,116,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2019年，申万行业分类行业划分标准,休闲服务一级行业中, 代码为多少的股票的日均收益率最高？","在2019年，申万行业分类行业划分标准中，休闲服务一级行业中，代码为多少的股票的日均收益率最高无法确定，因为给出的答案中存在模糊的列名""股票代码""。请提供准确的列名以便获取正确的答案。"
77,117,"请帮我查询在2020年,泓德基金管理有限公司成立哪种类型的基金个数最多?",在2020年，泓德基金管理有限公司成立的基金中，混合型基金的个数最多，共有7只。
78,118,请查询在20211125日期，中信行业分类下机械一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是什么？,在20211125日期，中信行业分类下机械一级行业中，当日收盘价波动最大的股票代码是什么？
79,119,20190419日，请给出浦银安盛盛勤3个月定期开放债券C基金的管理人和累计单位净值。,20190419日，浦银安盛盛勤3个月定期开放债券C基金的管理人是浦银安盛基金管理有限公司，累计单位净值为1.0549。
80,120,帮我查一下在2021年，代码为600571的A股股票今开盘高于昨收盘的天数？,很抱歉，我无法识别您提供的答案。请提供正确的答案或提供更多相关信息，以便我能够帮助您。
81,122,在2019年12月年报(含半年报)中，诺安精选价值混合基金持有市值最多的前10只股票中，所在证券市场是中国香港证券交易所的有几个？,在2019年12月年报(含半年报)中，诺安精选价值混合基金持有市值最多的前10只股票中，所在证券市场是中国香港证券交易所的有0个。
82,123,在20200424，按照申万行业分类的行业划分标准，哪个一级行业的A股公司数量最多？,根据20200424的申万行业分类的行业划分标准，A股公司数量最多的一级行业是机械设备，共有534家公司。
83,124,"请查询：2021年12月年报(含半年报),持有20铜陵有色MTN001且是前10大重仓股的基金有几个？",根据查询结果显示，2021年12月年报(含半年报)中，持有20铜陵有色MTN001且是前10大重仓股的基金共有13个。
84,127,请帮我计算，在20190128，申万行业分类划分的一级行业为食品饮料行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,在20190128，申万行业分类划分的一级行业为食品饮料行业中，涨跌幅最大的股票代码是XXX，涨跌幅为XX.XX%。
85,128,请帮我计算，在20200521，申万行业分类划分的一级行业为采掘行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,在20200521，申万行业分类划分的一级行业为采掘行业中，涨跌幅最大的股票代码是XXX，涨跌幅为XX.XX%。
86,130,广发稳健增长C基金在20200930的季报里，前三大持仓占比的债券名称是什么?,广发稳健增长C基金在20200930的季报里，前三大持仓占比的债券名称是18农发12。
87,137,20201014港股下跌的股票家数有多少家?,根据提供的答案，无法得出准确的回答。请提供正确的答案或更多相关信息，以便我能够为您提供准确的答案。
88,138,在20211030，按照申万行业分类的行业划分标准，哪个一级行业的A股公司数量最多？,根据20211030的申万行业分类的行业划分标准，A股公司数量最多的一级行业是机械设备，共有563家公司。
89,139,在2021年的年度报告里，博道基金管理有限公司管理的基金中，有多少比例的基金是个人投资者持有的份额超过机构投资者？希望得到一个精确到两位小数的百分比。,在2021年的年度报告中，博道基金管理有限公司管理的基金中，没有提供个人投资者持有的份额超过机构投资者的比例。
90,141,"请帮我查询下，在20210907，申万行业分类里一级行业为钢铁行业的所有股票里, 成交金额(元)最多的股票的代码是什么？成交金额是多少？",根据您提供的信息，在20210907的申万行业分类中，一级行业为钢铁行业的所有股票中，成交金额最多的股票的代码是什么？同时，由于存在多个数据表中可能存在相同的列名，所以请您提供具体的数据表或者列名，以便我能够准确查询并给出成交金额。
91,142,"我想了解一下富国基金管理有限公司2020年成立的混合型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。",富国基金管理有限公司2020年成立的混合型基金的管理费率平均值为1.09，四舍五入保留小数点两位。
92,143,"在20211231的年报(含半年报)中，国寿安保中债-3-5年政策性金融债指数C基金的债券持仓,其持有最大仓位的债券类型是什么?",在20211231的年报(含半年报)中，国寿安保中债-3-5年政策性金融债指数C基金的债券持仓中，持有最大仓位的债券类型是金融债券。
93,145,请查询在2019年度，603078股票涨停天数？   解释：（收盘价/昨日收盘价-1）》=9.8% 视作涨停,在2019年度，603078股票涨停的天数为12天。
94,147,请帮我查询下在2020年浙商基金管理有限公司成立的基金中，有多少只基金持仓过可转债债券？,很抱歉，我无法识别您提供的答案。请提供正确的答案或提供更多相关信息，我将尽力为您提供准确的答案。
95,150,"请帮我查询在2020年,中航基金管理有限公司成立哪种类型的基金个数最多?",在2020年，中航基金管理有限公司成立的基金中，债券型基金的个数最多，共有6只。
96,151,请查询在20190724日期，中信行业分类下房地产一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是什么？,在20190724日期，中信行业分类下房地产一级行业中，当日收盘价波动最大的股票代码是什么？
97,152,帮我查询在2020年12月31日，代码为009704的基金前20大重仓股票中属于中信二级酒类行业的平均市值是多少？小数点后保留不超过3位。,"在2020年12月31日，代码为009704的基金前20大重仓股票中属于中信二级酒类行业的平均市值是863,004,132.0。"
98,153,招商基金管理有限公司2020年成立了多少基金?,招商基金管理有限公司在2020年成立了70只基金。
99,154,帮我查一下蜂巢添益纯债债券A基金在20210817的资产净值和单位净值是多少?,蜂巢添益纯债债券A基金在20210817的资产净值为X元，单位净值为Y元。
100,156,"请帮我查询在2019年,海富通基金管理有限公司成立哪种类型的基金个数最多?",在2019年，海富通基金管理有限公司成立的基金中，债券型基金的个数最多，共有9种。
101,158,请查询在20210519日期，中信行业分类下电力设备及新能源一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是什么？,在20210519日期，中信行业分类下电力设备及新能源一级行业中，当日收盘价波动最大的股票代码是什么？
102,159,请帮我查询在截止2019-12-31的报告期间，基金总份额降低的基金数量是多少？,在截止2019-12-31的报告期间，基金总份额降低的基金数量是0。
103,161,请列出国泰基金管理有限公司在2020年成立并且托管人为中国邮政储蓄银行股份有限公司的所有基金的基金托管费率的平均数。,国泰基金管理有限公司在2020年成立并且托管人为中国邮政储蓄银行股份有限公司的所有基金的基金托管费率的平均数为0.05。
104,162,请帮我查询出20201020日，电力及公用事业一级行业涨幅超过5%（不包含）的股票数量。,根据查询结果显示，20201020日，电力及公用事业一级行业涨幅超过5%（不包含）的股票数量为70988只。
105,166,请查询在2019年度，002093股票涨停天数？   解释：（收盘价/昨日收盘价-1）》=9.8% 视作涨停,在2019年度，002093股票涨停的天数为6天。
106,167,在2021年的中期报告里，中信证券股份有限公司管理的基金中，有多少比例的基金是个人投资者持有的份额超过机构投资者？希望得到一个精确到两位小数的百分比。,在2021年的中期报告中，中信证券股份有限公司管理的基金中，没有提供个人投资者持有的份额超过机构投资者的比例数据。
107,168,我想知道鹏扬添利增强债券A基金在20200630的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,很抱歉，根据提供的信息，无法找到鹏扬添利增强债券A基金在20200630年报(含半年报)中可转债持仓占比最大的一级行业名称。请提供更详细的数据或问题，以便我能够更准确地回答您的问题。
108,170,请列出平安基金管理有限公司在2019年成立并且托管人为兴业银行股份有限公司的所有基金的基金托管费率的平均数。,平安基金管理有限公司在2019年成立并且托管人为兴业银行股份有限公司的所有基金的基金托管费率的平均数为0.1。
109,172,广州中海达卫星导航技术股份有限公司的子公司中海达测绘的主营业务是什么？,广州中海达卫星导航技术股份有限公司的子公司中海达测绘的主营业务是测绘技术服务和地理信息系统解决方案的提供。
110,173,"请帮我查询在2020年,信达澳亚基金管理有限公司成立哪种类型的基金个数最多?",在2020年，信达澳亚基金管理有限公司成立的基金中，混合型基金的个数最多，共有7种。
111,176,浙商智多宝稳健一年持有期混合A基金在20211231且报告类型是季报的持债市值中，哪类债券市值最高？,在浙商智多宝稳健一年持有期混合A基金在20211231且报告类型是季报的持债市值中，金融债券的市值最高，为60850000.0。
112,177,股票000554在20210723日期中的收盘价是多少?（小数点保留3位）,股票000554在20210723日期中的收盘价是4.430。
113,178,20190726日，一级行业为电力设备的股票的成交量合计是多少？取整。,20190726日，一级行业为电力设备的股票的成交量合计是0.0。
114,180,20201231日，中国化学在多少只基金的前五大重仓股中？,20201231日，中国化学在6只基金的前五大重仓股中。
115,181,在2020年7月10日，使用中信行业分类标准，股票代码603801是属于哪个一级行业的?,股票代码603801在2020年7月10日，根据中信行业分类标准属于轻工制造一级行业。
116,183,我想知道兴全磐稳增利债券C基金在20200930的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,兴全磐稳增利债券C基金在20200930的季报中，其可转债持仓占比最大的行业是银行。
117,187,我想知道浦银安盛双债增强债券C基金在20200331的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,在浦银安盛双债增强债券C基金20200331的季报中，其可转债持仓占比最大的行业是哪个行业？使用申万一级行业进行统计。
118,188,在2020年12月季报中，持有东方雨虹这一股票且市值占基金资产净值比不小于5%的有几只基金？,在2020年12月季报中，持有东方雨虹这一股票且市值占基金资产净值比不小于5%的基金共有16只。
119,190,我想知道博时价值臻选两年持有期灵活配置混合C基金，在2021年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在2021年年度报告中，博时价值臻选两年持有期灵活配置混合C基金的前10大重仓股中，有127只股票在报告期内取得正收益。
120,191,20200923港股下跌的股票家数有多少家?,20200923港股下跌的股票家数有0家。
121,192,我想知道凯石沣混合C基金在20201231的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,在20201231的季报中，凯石沣混合C基金的可转债持仓占比最大的行业是XX行业（请填入具体的申万一级行业名称）。
122,193,"我想了解南方益和灵活配置混合基金,在2019年一季度的季报第6大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",南方益和灵活配置混合基金在2019年一季度的季报中，第6大重股的持仓股票当个季度的涨跌幅为X%（四舍五入保留百分比到小数点两位）。
123,195,国寿安保泰弘纯债债券基金在20210930的季报里，前三大持仓占比的债券名称是什么?,国寿安保泰弘纯债债券基金在20210930的季报中，前三大持仓占比的债券名称分别为XXX、XXX和XXX。
124,196,"请查询：2020年12月年报(含半年报),持有20平安银行CD073且是前10大重仓股的基金有几个？",根据查询结果显示，持有20平安银行CD073且是前10大重仓股的基金共有2个。
125,198,"我想了解一下东方阿尔法基金管理有限公司2020年成立的混合型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。",东方阿尔法基金管理有限公司2020年成立的混合型基金的管理费率平均值为1.20。
126,201,查询下基金代码005137的基金，它的托管人是？,基金代码005137的基金的托管人是招商银行股份有限公司。
127,203,20210106日，请给出汇安宜创量化精选混合C基金的管理人和累计单位净值。,汇安宜创量化精选混合C基金的管理人是汇安基金管理有限责任公司，累计单位净值为（需要提供具体数值）。
128,204,请帮我计算，在20210715，中信行业分类划分的一级行业为消费者服务行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,在20210715，中信行业分类划分的一级行业为消费者服务行业中，涨跌幅最大的股票是股票代码为XXX，涨跌幅为XX.XX%。
129,205,"在20201231的年报(含半年报)中，泰康长江经济带债券C基金的债券持仓,其持有最大仓位的债券类型是什么?",在20201231的年报(含半年报)中，泰康长江经济带债券C基金的债券持仓中，持有最大仓位的债券类型是金融债券。
130,210,我想知道股票300819在申万行业分类下的二级行业是什么？用最新的数据。,股票300819在申万行业分类下的二级行业是纺织制造。
131,211,股票002215在20190228日期中的收盘价是多少?（小数点保留3位）,股票002215在20190228日期中的收盘价是6.240。
132,212,请问股票代码为002164的股票在2019年内日成交量低于该股票当年平均日成交量的有多少个交易日？,股票代码为002164的股票在2019年内有173个交易日的日成交量低于该股票当年平均日成交量。
