,id,question,formatted_answer
26,37,广州中海达卫星导航技术股份有限公司本次募集资金主要投资哪些项目？,广州中海达卫星导航技术股份有限公司本次募集资金主要投资的项目包括但不限于卫星导航技术研发、卫星导航设备生产、卫星导航应用推广等。
27,38,"我想了解一下红土创新基金管理有限公司2020年成立的混合型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。",红土创新基金管理有限公司2020年成立的混合型基金的管理费率平均值为0.6，四舍五入保留小数点两位。
28,42,"我想了解博时研究优选灵活配置混合(LOF)A基金,在2021年四季度的季报第3大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",博时研究优选灵活配置混合(LOF)A基金在2021年四季度的季报中，第3大重股的涨跌幅为X.XX%（四舍五入保留百分比到小数点两位）。
29,43,我想知道富兰克林国海大中华精选混合(QDII)(美元现汇)在2021年Q2的季报中，该基金的第1大重仓股的代码是什么?,在2021年Q2的季报中，富兰克林国海大中华精选混合(QDII)(美元现汇)基金的第1大重仓股的代码是什么？
30,48,20191231日，宋城演艺在多少只基金的前七大重仓股中？,20191231日，宋城演艺在前七大重仓股中有20只基金持有。
31,52,在20190211，按照中信行业分类的行业划分标准，哪个一级行业的A股公司数量最多？,根据20190211的中信行业分类的行业划分标准，A股公司数量最多的一级行业是机械，共有549家公司。
32,53,帮我查一下在2019年，代码为603199的A股股票今开盘高于昨收盘的天数？,"在2019年，代码为603199的A股股票今开盘高于昨收盘的天数是无法确定的，因为答案中提到的""昨收盘(元)""这个词语无法识别。请提供正确的问题和答案信息。"
33,54,帮我查一下鹏扬景科混合A基金在20201126的资产净值和单位净值是多少?,鹏扬景科混合A基金在20201126的资产净值为X，单位净值为Y。
34,55,请问股票代码为301005的股票在2021年内日成交量低于该股票当年平均日成交量的有多少个交易日？,股票代码为301005的股票在2021年内有91个交易日的日成交量低于该股票当年平均日成交量。
35,56,我想知道股票000637在申万行业分类下的二级行业是什么？用最新的数据。,股票000637在申万行业分类下的二级行业是石油化工。
36,57,请查询：在2020的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于混合型类型的有几个。,在2020年的年度报告中，没有提供个人投资者持有基金份额大于机构投资者持有基金份额的混合型基金的数量。
37,58,帮我查一下在2020年，代码为002868的A股股票今开盘高于昨收盘的天数？,"在2020年，代码为002868的A股股票今开盘高于昨收盘的天数无法确定，因为答案中提到的""昨收盘(元)""这个信息无法识别。请提供正确的问题和答案，我将尽力帮您回答。"
38,61,请查询：在20191129，属于申万二级仪器仪表行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,很抱歉，我无法识别您提供的答案。请提供正确的答案，我将为您生成完整的答案句。
