,id,question,formatted_answer
172,273,请问股票代码为603679的股票在2021年内日成交量低于该股票当年平均日成交量的有多少个交易日？,股票代码为603679的股票在2021年内有159个交易日的日成交量低于该股票当年平均日成交量。
173,274,帮我查询在2020年12月31日，代码为008376的基金前20大重仓股票中属于中信二级畜牧业行业的平均市值是多少？小数点后保留不超过3位。,很抱歉，我无法提供你所需的答案。
174,275,"请帮我查询下在2020年, 睿远基金管理有限公司管理的债券型基金中，持有过可转换债券的基金有多少只？",在2020年，睿远基金管理有限公司管理的债券型基金中，没有持有过可转换债券的基金。
175,278,我想知道在20200331的季报里，中银证券价值精选灵活配置混合投资的股票分别是哪些申万一级行业？,在20200331的季报中，中银证券价值精选灵活配置混合投资的股票没有提供申万一级行业的名称。
176,280,华瑞股份发生了几次股权转让？,华瑞股份目前尚未发生过股权转让。
177,281,请查询：在20201216，属于申万二级房屋建设行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,在20201216，属于申万二级房屋建设行业的A股股票的平均成交金额是115639904.689905。
178,282,"请查询：2021年12月年报(含半年报),持有17扬城建MTN001且是前10大重仓股的基金有几个？",根据查询结果显示，持有17扬城建MTN001且是前10大重仓股的基金共有1个。
179,283,查询下基金代码009407的基金，它的托管人是？,基金代码009407的基金的托管人是中国农业银行股份有限公司。
180,284,易方达恒盛3个月定期开放混合基金在20200331的季报里，前三大持仓占比的债券名称是什么?,易方达恒盛3个月定期开放混合基金在20200331的季报中，前三大持仓占比的债券名称分别为XXX、XXX和XXX。
181,287,报告期内，山东海看网络科技有限公司的IPTV用户数量如何变化？截至报告期各期末 IPTV业务用户数为多少？,在报告期内，山东海看网络科技有限公司的IPTV用户数量发生了变化。截至报告期各期末，IPTV业务用户数为多少。
182,288,报告期内山东海看网络科技有限公司因进行宣传和活动策划活动共产生的业务宣传费为多少？,报告期内山东海看网络科技有限公司进行宣传和活动策划活动共产生的业务宣传费为4202050145.0。
183,289,请帮我计算，在20210719，中信行业分类划分的一级行业为消费者服务行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,在20210719，中信行业分类划分的一级行业为消费者服务行业中，涨跌幅最大的股票是股票代码为XXX，涨跌幅为XX.XX%。
184,291,"帮我算一下在20190408,代码为00326的港股日价格振幅是多少，小数点后保留不超过3位。","在20190408，代码为00326的港股日价格振幅是""no such column: 元""，小数点后保留不超过3位。"
185,292,报告期内，山东海看网络科技有限公司主营业务是什么？,报告期内，山东海看网络科技有限公司的主营业务是什么？
186,295,20201211港股下跌的股票家数有多少家?,20201211港股下跌的股票家数有元家。
187,296,帮我查一下诺德短债债券C基金在20200331的资产净值和单位净值是多少?,根据您提供的信息，诺德短债债券C基金在20200331的资产净值为X，单位净值为Y。请注意，实际数值需要根据具体情况查询确认。
188,297,广发聚荣一年持有期混合C基金在20211231的季报里，前三大持仓占比的债券名称是什么?,广发聚荣一年持有期混合C基金在20211231的季报里，前三大持仓占比的债券名称是19赣州城投MTN001。
189,298,请问2019年二季度有多少家基金是净申购?它们的净申购份额加起来是多少?请四舍五入保留小数点两位。,2019年二季度共有4059家基金是净申购，它们的净申购份额加起来是-31450009358.73（单位：元），四舍五入保留小数点两位。
190,299,"我想了解平安估值精选混合C基金,在2020年三季度的季报第5大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。","抱歉，根据提供的答案，无法得出平安估值精选混合C基金在2020年三季度的季报中第5大重股的涨跌幅。可能是因为提供的答案中没有包含相关数据或者数据库中没有名为""j.收盘价""的列。请提供正确的数据或者更详细的问题，以便我能够为您提供准确的答案。"
191,300,我想知道在20211231的季报里，中信保诚红利精选混合C投资的股票分别是哪些申万一级行业？,在20211231的季报里，中信保诚红利精选混合C投资的股票分别属于申万一级行业中的家用电器行业。
192,301,2021年二季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,2021年二季度没有基金发生净赎回，所以总共赎回的份额为0份。
193,302,广州中海达卫星导航技术股份有限公司的国内营销网络有多少个办事处和几家分公司？多少营销服务人员？,很抱歉，根据提供的答案，无法获取广州中海达卫星导航技术股份有限公司的国内营销网络中办事处的数量。
194,304,中国铁路通信信号股份有限公司本次发行前总股本为多少？本次发行后本公司总股本为多少？,中国铁路通信信号股份有限公司本次发行前总股本为持仓数量。本次发行后本公司总股本为持仓数量。
195,307,在2021年12月年报(含半年报)中，宝盈龙头优选股票A基金持有市值最多的前10只股票中，所在证券市场是上海证券交易所的有几个？,在2021年12月年报(含半年报)中，宝盈龙头优选股票A基金持有市值最多的前10只股票中，有33只股票所在证券市场是上海证券交易所。
196,308,请查询在20200623日期，中信行业分类下汽车一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是什么？,根据您提供的信息，在20200623日期，中信行业分类下汽车一级行业中，当日收盘价波动最大的股票代码是无法确定的，因为存在多个股票代码与最大波动相对应。请提供更具体的信息或者准确的股票代码，以便我能够给出准确的答案。
197,309,我想知道海富通基金管理有限公司在2020年成立了多少只管理费率小于0.8%的基金？,海富通基金管理有限公司在2020年成立了9只管理费率小于0.8%的基金。
198,310,在2020年12月30日，使用中信行业分类标准，股票代码002319是属于哪个一级行业的?,股票代码002319在2020年12月30日，根据中信行业分类标准，属于基础化工一级行业。
199,311,请问在休闲服务行业，20190119行业的A股公司有多少?,在休闲服务行业，20190119行业的A股公司共有42家。
200,313,股票688200在20200227日期中的收盘价是多少?（小数点保留3位）,股票688200在20200227日期中的收盘价是267.980。
201,315,2020年三季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,"2020年三季度共有3931家基金发生了净赎回，总共赎回了294,586,541,275.61份额。"
202,317,在2019年12月季报中，持有中国移动这一股票且市值占基金资产净值比不小于5%的有几只基金？,在2019年12月季报中，持有中国移动这一股票且市值占基金资产净值比不小于5%的基金数量为0只。
203,319,帮我查一下南方景气驱动混合A基金在20211213的资产净值和单位净值是多少?,南方景气驱动混合A基金在20211213的资产净值为X元，单位净值为Y元。
204,321,2020年中期报告里，国泰基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,在2020年中期报告中，国泰基金管理有限公司管理的基金中，没有提供关于机构投资者持有份额比个人投资者多的基金数量的相关数据。
205,323,我想知道申万菱信量化对冲策略灵活配置混合基金在20211231的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,抱歉，我无法提供您所需的答案。
206,325,"请帮我查询下在2021年, 嘉实基金管理有限公司管理的债券型基金中，持有过可交换公司债券的基金有多少只？",很抱歉，根据提供的答案，我无法为您提供完整的答案句。提供的答案中提到了一个错误的列名“债券类型”，可能是查询语句中出现了错误。请提供正确的列名或者更详细的信息，我将尽力为您提供准确的答案。
207,326,我想知道海富通安益对冲策略灵活配置混合C基金在20211231的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,海富通安益对冲策略灵活配置混合C基金在20211231的年报(含半年报)中，其可转债持仓占比最大的行业是化工。
208,327,我想知道国泰民福策略价值灵活配置混合A基金在20200630的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,在国泰民福策略价值灵活配置混合A基金的20200630年报(含半年报)中，无法找到可转债持仓占比最大的一级行业名称。
209,329,请问在钢铁行业，20190223行业的A股公司有多少?,在钢铁行业，20190223行业的A股公司共有89家。
210,330,"请帮我查询在2019年,北信瑞丰基金管理有限公司成立哪种类型的基金个数最多?",在2019年，北信瑞丰基金管理有限公司成立的基金中，混合型基金的个数最多，共有2只。
211,331,20210407日，请给出申万菱信安泰瑞利中短债债券C基金的管理人和累计单位净值。,申万菱信安泰瑞利中短债债券C基金的管理人是申万菱信基金管理有限公司，累计单位净值为1.0449。
212,335,我想知道股票688266在申万行业分类下的二级行业是什么？用最新的数据。,股票688266在申万行业分类下的二级行业是化学制药。
213,337,我想知道银华科技创新混合基金，在2021年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在银华科技创新混合基金的2021年年度报告中，前10大重仓股中没有任何股票在报告期内取得正收益。
214,338,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2019年，申万行业分类行业划分标准,房地产一级行业中, 代码为多少的股票的日均收益率最高？",在2019年，申万行业分类行业划分标准中，房地产一级行业中，股票代码为多少的股票的日均收益率最高？
215,339,"我想了解长信沪深300指数增强A基金,在2019年一季度的季报第3大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",抱歉，根据提供的答案，无法获取长信沪深300指数增强A基金在2019年一季度的季报第3大重股的持仓股票当个季度的涨跌幅。
216,340,我想知道股票601615在申万行业分类下的二级行业是什么？用最新的数据。,股票601615在申万行业分类下的二级行业是电源设备。
217,341,我想知道股票300066在申万行业分类下的二级行业是什么？用最新的数据。,股票300066在申万行业分类下的二级行业是仪器仪表。
218,343,山东海看网络科技有限公司的IPTV业务功能包括哪些？,山东海看网络科技有限公司的IPTV业务功能包表中没有记录。
219,344,我想知道2019年的中期报告中，机构投资者持有的份额占比超过75%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,"根据2019年的中期报告，有220只基金的机构投资者持有的份额占比超过75%。总体而言，他们总共持有了408,101,587,539.2元。"
220,345,在2020年12月年报(含半年报)中，宝盈祥裕增强回报混合C基金持有市值最多的前10只股票中，所在证券市场是上海证券交易所的有几个？,在2020年12月年报(含半年报)中，宝盈祥裕增强回报混合C基金持有市值最多的前10只股票中，有62只股票所在证券市场是上海证券交易所。
221,349,在2021年12月年报(含半年报)中，博时鑫荣稳健混合C基金持有市值最多的前10只股票中，所在证券市场是上海证券交易所的有几个？,在2021年12月年报(含半年报)中，博时鑫荣稳健混合C基金持有市值最多的前10只股票中，有126只股票所在证券市场是上海证券交易所。
222,351,2020年二季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,"2020年二季度共有3931家基金发生了净赎回，总共赎回了294,586,541,275.61份额。"
223,352,请问股票代码为002158的股票在2021年内日成交量低于该股票当年平均日成交量的有多少个交易日？,股票代码为002158的股票在2021年内有161个交易日的日成交量低于该股票当年平均日成交量。
224,356,查询下基金代码167507的基金，它的基金类型是？,基金代码167507的基金是股票型基金。
225,359,在2019年报中，汇添富中证长三角一体化发展主题ETF联接A基金第八大重仓股的代码和股票名称是什么？,在2019年报中，汇添富中证长三角一体化发展主题ETF联接A基金的第八大重仓股的代码是600570，股票名称是恒生电子。
226,360,在2019年报中，东方红睿华沪港深灵活配置混合(LOF)A基金第六大重仓股的代码和股票名称是什么？,在2019年报中，东方红睿华沪港深灵活配置混合(LOF)A基金第六大重仓股的代码是XXX，股票名称是XXX。
227,361,请查询：在20210611，属于申万二级一般零售行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,在20210611，属于申万二级一般零售行业的A股股票的平均成交金额是75994088.31372。
228,362,请问股票代码为002771的股票在2021年内日成交量低于该股票当年平均日成交量的有多少个交易日？,股票代码为002771的股票在2021年内有148个交易日的日成交量低于该股票当年平均日成交量。
229,363,"帮我算一下在20190114,代码为00080的港股日价格振幅是多少，小数点后保留不超过3位。",在20190114，代码为00080的港股日价格振幅是元。
230,364,"帮我算一下在20201222,代码为02198的港股日价格振幅是多少，小数点后保留不超过3位。",在20201222，代码为02198的港股日价格振幅是no such column: 元。
231,366,在2021年报中，平安安享灵活配置混合C基金第八大重仓股的代码和股票名称是什么？,在2021年报中，平安安享灵活配置混合C基金的第八大重仓股的代码是002475，股票名称是立讯精密。
232,368,股票600757在20200915日期中的收盘价是多少?（小数点保留3位）,股票600757在20200915日期中的收盘价是5.690。
233,369,请帮我计算，在20190312，中信行业分类划分的一级行业为消费者服务行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,在20190312，中信行业分类划分的一级行业为消费者服务行业中，涨跌幅最大的股票是股票代码为XXX，涨跌幅为XX.XX%。
234,372,我想知道股票600887在申万行业分类下的二级行业是什么？用最新的数据。,股票600887在申万行业分类下的二级行业是食品加工。
235,373,招商基金管理有限公司管理的其他型产品的数量有多少?,招商基金管理有限公司管理的其他型产品的数量为72个。
236,374,"帮我算一下在20190502,代码为00292的港股日价格振幅是多少，小数点后保留不超过3位。","在20190502，代码为00292的港股日价格振幅是""no such column: 元""，小数点后保留不超过3位。"
237,375,我想知道股票300555在申万行业分类下的二级行业是什么？用最新的数据。,股票300555在申万行业分类下的二级行业是通信设备。
238,377,"我想了解红土创新稳健混合C基金,在2020年二季度的季报第1大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",红土创新稳健混合C基金在2020年二季度的季报中，第1大重股的持仓股票当个季度的涨跌幅为X%（四舍五入保留百分比到小数点两位）。
239,379,在2020年2月25日，使用中信行业分类标准，股票代码688012是属于哪个一级行业的?,根据2020年2月25日使用中信行业分类标准，股票代码688012属于电子行业。
240,380,我想知道2021年的年度报告中，机构投资者持有的份额占比超过30%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,"根据2021年的年度报告，超过30%的基金中，机构投资者持有的份额占比超过30%的基金共有3750只。此外，这些机构投资者总共持有了537,637,377,2264.57元。"
