,id,question,formatted_answer
626,978,2019年年度报告里，格林基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,2019年年度报告里，格林基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有0只。
627,979,在2019年12月季报中，持有山东黄金这一股票且市值占基金资产净值比不小于5%的有几只基金？,在2019年12月季报中，持有山东黄金这一股票且市值占基金资产净值比不小于5%的基金数量为0只。
628,982,我想知道诺安鼎利混合A基金在20210930的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,诺安鼎利混合A基金在20210930的季报中，其可转债持仓占比最大的行业是非银行金融。
629,983,中加优选中高等级债券C基金在20200331的季报里，前三大持仓占比的债券名称是什么?,中加优选中高等级债券C基金在20200331的季报里，前三大持仓占比的债券名称是18吉高02。
630,984,请列出国泰基金管理有限公司在2019年成立并且托管人为中国工商银行股份有限公司的所有基金的基金托管费率的平均数。,国泰基金管理有限公司在2019年成立并且托管人为中国工商银行股份有限公司的所有基金的基金托管费率的平均数为0.125。
631,985,20200908日，成交金额最大的前三家上市公司的股票代码是什么？按成交金额从大到小给出,20200908日，成交金额最大的前三家上市公司的股票代码分别是000858、600519、601318。
632,987,广州中海达卫星导航技术股份有限公司对海外代理商的选择标准是怎样的？,"广州中海达卫星导航技术股份有限公司对海外代理商的选择标准是根据002184, 20190127, 机械, 通用设备等相关因素来确定的。"
633,989,我想知道广发睿享稳健增利混合A基金，在2019年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在2019年年度报告中，广发睿享稳健增利混合A基金的前10大重仓股中，没有一只股票在报告期内取得正收益。
634,990,我想知道2019年的中期报告中，机构投资者持有的份额占比超过50%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,2019年中期报告显示，机构投资者持有份额占比超过50%的基金共有1只，其中国联安安泰灵活配置混合基金，机构投资者持有总额为164407702.85，占比达到93.83%。
635,991,"我想了解一下格林基金管理有限公司2020年成立的债券型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。",很抱歉，我无法回答这个问题。
636,993,嘉合磐泰短债债券C基金在20200630的季报里，前三大持仓占比的债券名称是什么?,"很抱歉，我无法理解你的答案""20进出668""。请提供正确的答案，我会帮你完整写出答案句。"
637,994,请帮我查询在截止2021-12-31的报告期间，基金总份额降低的基金数量是多少？,在截止2021-12-31的报告期间，基金总份额降低的基金数量是0。
638,995,股票000833在20190102日期中的收盘价是多少?（小数点保留3位）,股票000833在20190102日期中的收盘价是4.620。
639,998,在2020年报中，交银施罗德可转债债券A基金第七大重仓股的代码和股票名称是什么？,在2020年报中，交银施罗德可转债债券A基金的第七大重仓股的代码是601233，股票名称是桐昆转债。
